# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/Saccharomyces_cerevisiae.R64-1-1.61.gtf" "-o" "feature-count/counts.txt" "-t" "exon" "-g" "gene_id" "mapped/batch1_chrI.sam" "mapped/batch2_chrI.sam" "mapped/batch3_chrI.sam" "mapped/chem1_chrI.sam" "mapped/chem2_chrI.sam" "mapped/chem3_chrI.sam" "-p" 
Geneid	Chr	Start	End	Strand	Length	mapped/batch1_chrI.sam	mapped/batch2_chrI.sam	mapped/batch3_chrI.sam	mapped/chem1_chrI.sam	mapped/chem2_chrI.sam	mapped/chem3_chrI.sam
YLR300W	XII	728955	730301	+	1347	0	0	0	0	0	0
YLR098C	XII	337527	339473	-	1947	0	0	0	0	0	0
YLR448W	XII;XII	1028854;1029253	1028868;1029768	+;+	531	0	0	0	0	0	0
YLR381W	XII	879723	881924	+	2202	0	0	0	0	0	0
YLR280C	XII	704483	704833	-	351	0	0	0	0	0	0
snR44	XII	856710	856920	+	211	0	0	0	0	0	0
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	0	0	0	0	0	0
YLR309C	XII	749034	751769	-	2736	0	0	0	0	0	0
YLR299W	XII	726069	728051	+	1983	0	0	0	0	0	0
YLR224W	XII	586464	587573	+	1110	0	0	0	0	0	0
YLR029C	XII	201976	202590	-	615	0	0	0	0	0	0
YLR373C	XII	868662	871367	-	2706	0	0	0	0	0	0
YLR092W	XII	323544	326225	+	2682	0	0	0	0	0	0
YLL018C-A	XII	108676	108972	-	297	0	0	0	0	0	0
RDN25-2	XII	460923	464318	-	3396	0	0	0	0	0	0
YLR066W	XII	267169	267723	+	555	0	0	0	0	0	0
RDN58-1	XII	455414	455571	-	158	0	0	0	0	0	0
YLR146W-A	XII	433870	434058	+	189	0	0	0	0	0	0
YLR175W	XII	506134	507585	+	1452	0	0	0	0	0	0
YLR402W	XII	924889	925080	+	192	0	0	0	0	0	0
YLR158C	XII	482549	483637	-	1089	0	0	0	0	0	0
YLL051C	XII	37333	39471	-	2139	0	0	0	0	0	0
YLR314C	XII	762575	764137	-	1563	0	0	0	0	0	0
YLR438C-A	XII	1013909	1014178	-	270	0	0	0	0	0	0
YLR209C	XII	560797	561732	-	936	0	0	0	0	0	0
YLR019W	XII	180288	181481	+	1194	0	0	0	0	0	0
YLR123C	XII	391078	391407	-	330	0	0	0	0	0	0
YLR353W	XII	834352	836163	+	1812	0	0	0	0	0	0
YLR361C	XII	847388	849124	-	1737	0	0	0	0	0	0
YLL033W	XII	73409	74101	+	693	0	0	0	0	0	0
YLR389C	XII	899577	902660	-	3084	0	0	0	0	0	0
YLR438W	XII	1012501	1013775	+	1275	0	0	0	0	0	0
YLR290C	XII	717145	717978	-	834	0	0	0	0	0	0
YLR270W	XII	681186	682238	+	1053	0	0	0	0	0	0
YLR194C	XII	540809	541573	-	765	0	0	0	0	0	0
YLR006C	XII	161755	163893	-	2139	0	0	0	0	0	0
YLR223C	XII	582233	585490	-	3258	0	0	0	0	0	0
YLR195C	XII	541937	543304	-	1368	0	0	0	0	0	0
YLL016W	XII	112847	115993	+	3147	0	0	0	0	0	0
YLL067W-A	XII	843	1325	+	483	0	0	0	0	0	0
YLR398C	XII	915156	919019	-	3864	0	0	0	0	0	0
YLR418C	XII	956914	958095	-	1182	0	0	0	0	0	0
YLR010C	XII	167320	167802	-	483	0	0	0	0	0	0
YLR307W	XII	745620	746525	+	906	0	0	0	0	0	0
YLR356W	XII	840321	840914	+	594	0	0	0	0	0	0
YLR431C	XII	1000342	1001703	-	1362	0	0	0	0	0	0
YLR109W	XII	368781	369311	+	531	0	0	0	0	0	0
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	0	0	0	0	0	0
YLR364W	XII	854062	854391	+	330	0	0	0	0	0	0
YLR106C	XII	349006	363738	-	14733	0	0	0	0	0	0
YLR083C	XII	294091	296094	-	2004	0	0	0	0	0	0
YLR274W	XII	691555	693882	+	2328	0	0	0	0	0	0
YLR413W	XII	951156	953183	+	2028	0	0	0	0	0	0
YLR412C-A	XII	950267	950473	-	207	0	0	0	0	0	0
YLR340W	XII	805887	806825	+	939	0	0	0	0	0	0
YLR055C	XII	251272	253080	-	1809	0	0	0	0	0	0
YLR254C	XII	644404	644973	-	570	0	0	0	0	0	0
YLL017W	XII	112234	112545	+	312	0	0	0	0	0	0
YLR121C	XII	388744	390270	-	1527	0	0	0	0	0	0
tA(AGC)L	XII	656934	657006	-	73	0	0	0	0	0	0
YLL042C	XII	52087	52590	-	504	0	0	0	0	0	0
YLR157W-D	XII	475764	475976	+	213	0	0	0	0	0	0
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	0	0	0	0	0	0
YLR400W	XII	922063	922536	+	474	0	0	0	0	0	0
YLR105C	XII	347047	348180	-	1134	0	0	0	0	0	0
YLR142W	XII	425186	426616	+	1431	0	0	0	0	0	0
YLR376C	XII	872826	873554	-	729	0	0	0	0	0	0
YLR318W	XII	766542	769196	+	2655	0	0	0	0	0	0
YLR239C	XII	616332	617318	-	987	0	0	0	0	0	0
YLR262C-A	XII	669468	669662	-	195	0	0	0	0	0	0
tE(UUC)L	XII	797178	797249	+	72	0	0	0	0	0	0
YLL037W	XII	66562	66942	+	381	0	0	0	0	0	0
YLR452C	XII	1039270	1041366	-	2097	0	0	0	0	0	0
YLR372W	XII	867354	868391	+	1038	0	0	0	0	0	0
YLR154W-C	XII	454696	455070	+	375	0	0	0	0	0	0
ETS2-1	XII	451575	451785	-	211	0	0	0	0	0	0
YLR363C	XII	852495	853151	-	657	0	0	0	0	0	0
YLR207W	XII	556788	559289	+	2502	0	0	0	0	0	0
YLR312W-A	XII	759480	760241	+	762	0	0	0	0	0	0
YLR188W	XII	528300	530387	+	2088	0	0	0	0	0	0
YLR011W	XII	169103	169678	+	576	0	0	0	0	0	0
YLR159W	XII	485345	485689	+	345	0	0	0	0	0	0
YLR328W	XII	784913	786118	+	1206	0	0	0	0	0	0
YLR171W	XII	500733	501122	+	390	0	0	0	0	0	0
YLR241W	XII	620473	622821	+	2349	0	0	0	0	0	0
YLR245C	XII	626502	626930	-	429	0	0	0	0	0	0
YLR360W	XII	846103	847422	+	1320	0	0	0	0	0	0
snR30	XII	198784	199389	+	606	0	0	0	0	0	0
YLR205C	XII	552724	553677	-	954	0	0	0	0	0	0
RDN25-1	XII	451786	455181	-	3396	0	0	0	0	0	0
YLR161W	XII	488997	489341	+	345	0	0	0	0	0	0
YLR287C	XII	710991	712058	-	1068	0	0	0	0	0	0
YLR366W	XII	855538	855843	+	306	0	0	0	0	0	0
YLR410W	XII	937541	940981	+	3441	0	0	0	0	0	0
YLR230W	XII	604574	604879	+	306	0	0	0	0	0	0
YLR097C	XII	336231	337265	-	1035	0	0	0	0	0	0
YLR397C	XII	912550	914892	-	2343	0	0	0	0	0	0
YLR120C	XII	386511	388220	-	1710	0	0	0	0	0	0
YLR335W	XII	797430	799592	+	2163	0	0	0	0	0	0
YLR399C	XII	919536	921596	-	2061	0	0	0	0	0	0
YLL044W	XII	48216	48662	+	447	0	0	0	0	0	0
YLR453C	XII	1041799	1042986	-	1188	0	0	0	0	0	0
YLL057C	XII	25756	26994	-	1239	0	0	0	0	0	0
YLR388W	XII	898651	898821	+	171	0	0	0	0	0	0
YLR249W	XII	636780	639914	+	3135	0	0	0	0	0	0
YLR151C	XII	441715	442737	-	1023	0	0	0	0	0	0
YLR260W	XII	665844	667907	+	2064	0	0	0	0	0	0
YLL010C	XII	129330	130613	-	1284	0	0	0	0	0	0
YLR133W	XII	408445	410193	+	1749	0	0	0	0	0	0
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	0	0	0	0	0	0
snR6	XII	366235	366346	+	112	0	0	0	0	0	0
YLL011W	XII	127523	128992	+	1470	0	0	0	0	0	0
YLR384C	XII	888851	892900	-	4050	0	0	0	0	0	0
YLR203C	XII	550650	551960	-	1311	0	0	0	0	0	0
YLR156C-A	XII	472479	472610	-	132	0	0	0	0	0	0
YLR394W	XII	907950	909398	+	1449	0	0	0	0	0	0
YLR021W	XII	183623	184162	+	540	0	0	0	0	0	0
YLR331C	XII	790669	791046	-	378	0	0	0	0	0	0
YLR450W	XII	1032627	1035764	+	3138	0	0	0	0	0	0
YLR140W	XII	423474	423800	+	327	0	0	0	0	0	0
YLR157W-E	XII	481873	482037	+	165	0	0	0	0	0	0
YLR390W	XII	903066	903404	+	339	0	0	0	0	0	0
YLR291C	XII	718317	719462	-	1146	0	0	0	0	0	0
RDN5-4	XII	482045	482163	+	119	0	0	0	0	0	0
YLR408C	XII	933885	934253	-	369	0	0	0	0	0	0
YLR240W	XII	617533	620160	+	2628	0	0	0	0	0	0
YLR018C	XII	178707	179606	-	900	0	0	0	0	0	0
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	0	0	0	0	0	0
YLR412W	XII	948368	949192	+	825	0	0	0	0	0	0
YLR447C	XII	1026856	1027893	-	1038	0	0	0	0	0	0
YLR361C-A	XII	849383	849679	-	297	0	0	0	0	0	0
YLR112W	XII	370791	371210	+	420	0	0	0	0	0	0
YLR435W	XII	1006378	1006995	+	618	0	0	0	0	0	0
YLR084C	XII	296589	300251	-	3663	0	0	0	0	0	0
snR34	XII	899180	899382	+	203	0	0	0	0	0	0
YLR091W	XII	322297	323178	+	882	0	0	0	0	0	0
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	0	0	0	0	0	0
YLR102C	XII	342970	343767	-	798	0	0	0	0	0	0
YLR263W	XII	670340	672823	+	2484	0	0	0	0	0	0
YLR379W	XII	876922	877296	+	375	0	0	0	0	0	0
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	0	0	0	0	0	0
YLR459W	XII	1057334	1058518	+	1185	0	0	0	0	0	0
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	0	0	0	0	0	0
YLR277C	XII	697156	699495	-	2340	0	0	0	0	0	0
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0	0	0	0	0	0
YLR229C	XII	604212	604787	-	576	0	0	0	0	0	0
YLR120W-A	XII	388672	388773	+	102	0	0	0	0	0	0
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	0	0	0	0	0	0
YLL059C	XII	22474	22980	-	507	0	0	0	0	0	0
YLR238W	XII	614755	616191	+	1437	0	0	0	0	0	0
YLR283W	XII	705186	706130	+	945	0	0	0	0	0	0
YLR298C	XII	724721	725416	-	696	0	0	0	0	0	0
YLR232W	XII	606830	607177	+	348	0	0	0	0	0	0
YLR086W	XII	302243	306499	+	4257	0	0	0	0	0	0
YLR053C	XII	248100	248426	-	327	0	0	0	0	0	0
YLL041C	XII	53131	53931	-	801	0	0	0	0	0	0
YLR330W	XII	787664	789679	+	2016	0	0	0	0	0	0
YLR244C	XII	625168	626331	-	1164	0	0	0	0	0	0
YLR299C-A	XII	727911	728003	-	93	0	0	0	0	0	0
YLL019W-A	XII	106908	107000	+	93	0	0	0	0	0	0
YLR258W	XII	660716	662833	+	2118	0	0	0	0	0	0
YLR174W	XII	504591	505829	+	1239	0	0	0	0	0	0
YLR444C	XII	1023686	1023988	-	303	0	0	0	0	0	0
YLR315W	XII	764808	765269	+	462	0	0	0	0	0	0
YLR374C	XII	871453	871842	-	390	0	0	0	0	0	0
YLR154W-F	XII	455883	456023	+	141	0	0	0	0	0	0
tR(ACG)L	XII	374355	374427	+	73	0	0	0	0	0	0
YLR172C	XII	501260	502162	-	903	0	0	0	0	0	0
YLR273C	XII	689083	691029	-	1947	0	0	0	0	0	0
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	0	0	0	0	0	0
YLL012W	XII	125534	127255	+	1722	0	0	0	0	0	0
YLR022C	XII	184174	184926	-	753	0	0	0	0	0	0
YLR382C	XII	882067	884751	-	2685	0	0	0	0	0	0
YLR041W	XII	229377	229697	+	321	0	0	0	0	0	0
YLR466C-A	XII	1070387	1070869	-	483	0	0	0	0	0	0
YLR268W	XII	680200	680844	+	645	0	0	0	0	0	0
YLR420W	XII	963785	964879	+	1095	0	0	0	0	0	0
ITS1-1	XII	455572	455932	-	361	0	0	0	0	0	0
YLR137W	XII	417006	418109	+	1104	0	0	0	0	0	0
YLR087C	XII	306855	315731	-	8877	0	0	0	0	0	0
YLL049W	XII	40666	41205	+	540	0	0	0	0	0	0
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	0	0	0	0	0	0
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0	0	0	0	0	0
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	0	0	0	0	0	0
YLL035W	XII	68580	70478	+	1899	0	0	0	0	0	0
YLL009C	XII	131205	131414	-	210	0	0	0	0	0	0
YLR036C	XII	221521	222132	-	612	0	0	0	0	0	0
YLR118C	XII	384725	385408	-	684	0	0	0	0	0	0
ETS1-2	XII	466870	467569	-	700	0	0	0	0	0	0
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	0	0	0	0	0	0
ITS1-2	XII	464709	465069	-	361	0	0	0	0	0	0
YLR136C	XII	415801	416658	-	858	0	0	0	0	0	0
YLR385C	XII	892992	893390	-	399	0	0	0	0	0	0
YLR281C	XII	704493	704960	-	468	0	0	0	0	0	0
YLR138W	XII	418437	421394	+	2958	0	0	0	0	0	0
YLL019C	XII	105686	107899	-	2214	0	0	0	0	0	0
YLR284C	XII	706198	707040	-	843	0	0	0	0	0	0
YLR295C	XII	721999	722373	-	375	0	0	0	0	0	0
YLR307C-A	XII	746848	747111	-	264	0	0	0	0	0	0
YLR349W	XII	827521	828027	+	507	0	0	0	0	0	0
YLR248W	XII	634252	636084	+	1833	0	0	0	0	0	0
YLL006W-A	XII	136345	136521	+	177	0	0	0	0	0	0
YLR127C	XII	395758	398319	-	2562	0	0	0	0	0	0
YLR002C	XII	154343	156334	-	1992	0	0	0	0	0	0
YLR168C	XII	499578	500270	-	693	0	0	0	0	0	0
YLR342W-A	XII	815810	815983	+	174	0	0	0	0	0	0
YLR031W	XII	204225	204785	+	561	0	0	0	0	0	0
RDN5-3	XII	472465	472583	+	119	0	0	0	0	0	0
YLR189C	XII	530797	534393	-	3597	0	0	0	0	0	0
YLR358C	XII	843487	844050	-	564	0	0	0	0	0	0
YLR134W	XII	410723	412414	+	1692	0	0	0	0	0	0
YLR051C	XII	246324	246977	-	654	0	0	0	0	0	0
YLR466C-B	XII	1071594	1071710	-	117	0	0	0	0	0	0
YLR215C	XII	570776	571858	-	1083	0	0	0	0	0	0
YLR206W	XII	554578	556419	+	1842	0	0	0	0	0	0
tI(AAU)L2	XII	1052071	1052144	-	74	0	0	0	0	0	0
YLR201C	XII	549511	550293	-	783	0	0	0	0	0	0
YLL018C	XII	109902	111575	-	1674	0	0	0	0	0	0
YLL025W	XII	94747	95121	+	375	0	0	0	0	0	0
YLR392C	XII	904749	906305	-	1557	0	0	0	0	0	0
YLR063W	XII	264157	265254	+	1098	0	0	0	0	0	0
tA(UGC)L	XII	214883	214955	-	73	0	0	0	0	0	0
YLR124W	XII	391600	391944	+	345	0	0	0	0	0	0
YLR350W	XII	828730	829380	+	651	0	0	0	0	0	0
YLR312C	XII	757637	758833	-	1197	0	0	0	0	0	0
YLR204W	XII	552270	552605	+	336	0	0	0	0	0	0
YLL007C	XII	134302	136299	-	1998	0	0	0	0	0	0
YLR141W	XII	423683	424774	+	1092	0	0	0	0	0	0
tD(GUC)L1	XII	427132	427203	+	72	0	0	0	0	0	0
YLL038C	XII	65775	66518	-	744	0	0	0	0	0	0
YLR257W	XII	658826	659791	+	966	0	0	0	0	0	0
YLR108C	XII	366667	368124	-	1458	0	0	0	0	0	0
YLR163W-A	XII	492812	492925	+	114	0	0	0	0	0	0
YLR416C	XII	954491	954889	-	399	0	0	0	0	0	0
YLR375W	XII	871697	872728	+	1032	0	0	0	0	0	0
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	0	0	0	0	0	0
YLR154W-E	XII	455433	455636	+	204	0	0	0	0	0	0
YLR155C	XII	469317	470405	-	1089	0	0	0	0	0	0
tS(AGA)L	XII	167944	168025	-	82	0	0	0	0	0	0
YLR003C	XII	156855	157730	-	876	0	0	0	0	0	0
YLR221C	XII	578362	579024	-	663	0	0	0	0	0	0
YLR355C	XII	838066	839253	-	1188	0	0	0	0	0	0
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	0	0	0	0	0	0
YLR446W	XII	1025214	1026515	+	1302	0	0	0	0	0	0
YLR237W	XII	612367	614163	+	1797	0	0	0	0	0	0
YLR441C	XII	1018141	1018908	-	768	0	0	0	0	0	0
YLR178C	XII	513162	513821	-	660	0	0	0	0	0	0
YLR028C	XII	199540	201315	-	1776	0	0	0	0	0	0
YLR043C	XII	231702	232013	-	312	0	0	0	0	0	0
YLR218C	XII	573466	573918	-	453	0	0	0	0	0	0
YLR243W	XII	624203	625021	+	819	0	0	0	0	0	0
YLR148W	XII	434641	437397	+	2757	0	0	0	0	0	0
YLR162W-A	XII	490406	490594	+	189	0	0	0	0	0	0
YLR462W	XII	1065956	1066564	+	609	0	0	0	0	0	0
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0	0	0	0	0	0
YLR095C	XII	329677	332115	-	2439	0	0	0	0	0	0
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	0	0	0	0	0	0
YLR154W-A	XII	452438	452623	+	186	0	0	0	0	0	0
YLR154C	XII	447982	448314	-	333	0	0	0	0	0	0
YLL064C	XII	13083	13445	-	363	0	0	0	0	0	0
YLR461W	XII	1062919	1063281	+	363	0	0	0	0	0	0
tL(UAA)L	XII	962972	963055	-	84	0	0	0	0	0	0
YLR265C	XII	674427	675455	-	1029	0	0	0	0	0	0
YLR428C	XII	990617	990961	-	345	0	0	0	0	0	0
YLR242C	XII	622918	623883	-	966	0	0	0	0	0	0
YLR351C	XII	829489	830364	-	876	0	0	0	0	0	0
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	0	0	0	0	0	0
YLR130C	XII	402794	404062	-	1269	0	0	0	0	0	0
YLL028W	XII	84804	86564	+	1761	0	0	0	0	0	0
YLR183C	XII	520543	522012	-	1470	0	0	0	0	0	0
tR(CCG)L	XII	818609	818680	+	72	0	0	0	0	0	0
YLR042C	XII	229966	230451	-	486	0	0	0	0	0	0
YLR396C	XII	910235	912310	-	2076	0	0	0	0	0	0
YLR122C	XII	390954	391331	-	378	0	0	0	0	0	0
YLR326W	XII	782174	782896	+	723	0	0	0	0	0	0
YLR024C	XII	187663	193281	-	5619	0	0	0	0	0	0
YLR442C	XII	1019315	1022251	-	2937	0	0	0	0	0	0
YLR380W	XII	878282	879508	+	1227	0	0	0	0	0	0
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	0	0	0	0	0	0
YLR386W	XII	893628	896270	+	2643	0	0	0	0	0	0
YLR387C	XII	896374	897672	-	1299	0	0	0	0	0	0
YLR422W	XII	965897	971695	+	5799	0	0	0	0	0	0
YLR354C	XII	836350	837357	-	1008	0	0	0	0	0	0
YLR434C	XII	1006025	1006408	-	384	0	0	0	0	0	0
YLL039C	XII	64062	65207	-	1146	0	0	0	0	0	0
YLR149C	XII	437631	439823	-	2193	0	0	0	0	0	0
YLR208W	XII	559551	560444	+	894	0	0	0	0	0	0
RDN5-6	XII	489349	489469	+	121	0	0	0	0	0	0
YLR115W	XII	377985	380564	+	2580	0	0	0	0	0	0
YLR005W	XII	160049	161434	+	1386	0	0	0	0	0	0
YLR147C	XII	434158	434463	-	306	0	0	0	0	0	0
YLR076C	XII	283185	283607	-	423	0	0	0	0	0	0
YLR162W	XII	489573	489929	+	357	0	0	0	0	0	0
YLR451W	XII	1036093	1038753	+	2661	0	0	0	0	0	0
YLR212C	XII	564860	566281	-	1422	0	0	0	0	0	0
YLR454W	XII	1043998	1051884	+	7887	0	0	0	0	0	0
YLR437C-A	XII	1012459	1012686	-	228	0	0	0	0	0	0
YLR064W	XII	265456	266277	+	822	0	0	0	0	0	0
YLR132C	XII	407283	408155	-	873	0	0	0	0	0	0
YLR182W	XII	517940	520351	+	2412	0	0	0	0	0	0
YLR038C	XII	224921	225172	-	252	0	0	0	0	0	0
YLR107W	XII	364116	365330	+	1215	0	0	0	0	0	0
YLR139C	XII	421542	423473	-	1932	0	0	0	0	0	0
YLR305C	XII	738161	743863	-	5703	0	0	0	0	0	0
YLR339C	XII	805784	806335	-	552	0	0	0	0	0	0
YLR062C	XII	263577	263954	-	378	0	0	0	0	0	0
YLR334C	XII	796698	797078	-	381	0	0	0	0	0	0
YLL002W	XII	146291	147601	+	1311	0	0	0	0	0	0
YLR070C	XII	274141	275211	-	1071	0	0	0	0	0	0
YLR157C	XII	472969	474057	-	1089	0	0	0	0	0	0
YLR226W	XII	589354	590541	+	1188	0	0	0	0	0	0
YLL048C	XII	41280	46265	-	4986	0	0	0	0	0	0
YLL024C	XII	95566	97485	-	1920	91	84	63	254	338	399
YLR009W	XII	166537	167136	+	600	0	0	0	0	0	0
YLR057W	XII	255306	257855	+	2550	0	0	0	0	0	0
YLR348C	XII	826977	827873	-	897	0	0	0	0	0	0
YLR439W	XII	1014491	1015450	+	960	0	0	0	0	0	0
YLR236C	XII	611794	612117	-	324	0	0	0	0	0	0
YLR345W	XII	820511	822040	+	1530	0	0	0	0	0	0
YLR050C	XII	245587	246072	-	486	0	0	0	0	0	0
YLR332W	XII	790676	791806	+	1131	0	0	0	0	0	0
YLR369W	XII	859552	861525	+	1974	0	0	0	0	0	0
YLL065W	XII	11726	12076	+	351	0	0	0	0	0	0
tX(XXX)L	XII;XII	784354;784410	784389;784453	+;+	80	0	0	0	0	0	0
RDN5-1	XII	459676	459796	+	121	0	0	0	0	0	0
YLR417W	XII	955010	956710	+	1701	0	0	0	0	0	0
YLR179C	XII	514108	514713	-	606	0	0	0	0	0	0
YLR013W	XII	171339	171764	+	426	0	0	0	0	0	0
YLR116W	XII	380822	382252	+	1431	0	0	0	0	0	0
YLR371W	XII	862714	866784	+	4071	0	0	0	0	0	0
YLR222C	XII	579318	581771	-	2454	0	0	0	0	0	0
YLR365W	XII	855199	855531	+	333	0	0	0	0	0	0
YLR440C	XII	1015568	1017697	-	2130	0	0	0	0	0	0
YLR059C	XII	259738	260547	-	810	0	0	0	0	0	0
YLR165C	XII	494494	495258	-	765	0	0	0	0	0	0
YLR421C	XII	965090	965560	-	471	0	0	0	0	0	0
YLL027W	XII	87403	88155	+	753	0	0	0	0	0	0
YLR292C	XII	719789	720370	-	582	0	0	0	0	0	0
YLR034C	XII	210512	211933	-	1422	0	0	0	0	0	0
YLR016C	XII	176802	177416	-	615	0	0	0	0	0	0
YLR255C	XII	645600	645953	-	354	0	0	0	0	0	0
YLR297W	XII	724044	724433	+	390	0	0	0	0	0	0
YLR225C	XII	587695	588918	-	1224	0	0	0	0	0	0
YLR047C	XII	239347	241407	-	2061	0	0	0	0	0	0
YLL022C	XII	99044	100201	-	1158	0	0	0	0	0	0
tI(AAU)L1	XII	734802	734875	+	74	0	0	0	0	0	0
YLR395C	XII	909729	909965	-	237	0	0	0	0	0	0
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	0	0	0	0	0	0
YLR359W	XII	844282	845730	+	1449	0	0	0	0	0	0
YLR456W	XII	1055070	1055684	+	615	0	0	0	0	0	0
YLR067C	XII	267813	270710	-	2898	0	0	0	0	0	0
RDN58-2	XII	464551	464708	-	158	0	0	0	0	0	0
YLR040C	XII	228908	229582	-	675	0	0	0	0	0	0
YLL013C	XII	122075	124714	-	2640	0	0	0	0	0	0
YLR320W	XII	771940	776304	+	4365	0	0	0	0	0	0
YLL045C	XII	47859	48629	-	771	0	0	0	0	0	0
YLR352W	XII	831116	833539	+	2424	0	0	0	0	0	0
YLR160C	XII	486201	487289	-	1089	0	0	0	0	0	0
YLR071C	XII	275378	278626	-	3249	0	0	0	0	0	0
YLR286C	XII	708448	710136	-	1689	0	0	0	0	0	0
YLR037C	XII	222685	223059	-	375	0	0	0	0	0	0
YLL004W	XII	141073	142923	+	1851	0	0	0	0	0	0
YLR100W	XII	341810	342853	+	1044	0	0	0	0	0	0
YLR088W	XII	316107	317951	+	1845	0	0	0	0	0	0
YLR216C	XII	572096	573211	-	1116	0	0	0	0	0	0
YLL040C	XII	54211	63645	-	9435	0	0	0	0	0	0
YLR154C-G	XII	462522	462671	-	150	0	0	0	0	0	0
YLR410W-B	XII	941483	946796	+	5314	0	0	0	0	0	0
YLR410W-A	XII	941483	942799	+	1317	0	0	0	0	0	0
YLR157C-A	XII	480279	481601	-	1323	0	0	0	0	0	0
YLR256W-A	XII	651117	652439	+	1323	0	0	0	0	0	0
YLR035C-A	XII	215440	218907	-	3468	0	0	0	0	0	0
YLR227W-A	XII	593438	594760	+	1323	0	0	0	0	0	0
YLR157C-B	XII	476333	481601	-	5269	2	0	0	2	0	0
YLR227W-B	XII	593438	598706	+	5269	0	2	0	0	0	0
YPL071C	XVI	420048	420518	-	471	0	0	0	0	0	0
YPL208W	XVI	157842	159593	+	1752	0	0	0	0	0	0
YPL102C	XVI	360003	360305	-	303	0	0	0	0	0	0
YPL217C	XVI	139620	143171	-	3552	0	0	0	0	0	0
YPL197C	XVI	174343	174756	-	414	0	0	0	0	0	0
YPR139C	XVI	813156	814058	-	903	0	0	0	0	0	0
YPR169W	XVI	878690	880168	+	1479	0	0	0	0	0	0
YPL257W	XVI	63279	63860	+	582	0	0	0	0	0	0
snR41	XVI	719148	719242	-	95	0	0	0	0	0	0
YPL009C	XVI	535820	538936	-	3117	0	0	0	0	0	0
YPL183C	XVI	199495	202536	-	3042	0	0	0	0	0	0
YPR065W	XVI	679693	680799	+	1107	0	0	0	0	0	0
YPR099C	XVI	729757	730113	-	357	0	0	0	0	0	0
YPR032W	XVI	634123	637224	+	3102	0	0	0	0	0	0
tM(CAU)P	XVI	338848	338919	-	72	0	0	0	0	0	0
YPR194C	XVI	924304	926937	-	2634	0	0	0	0	0	0
YPL084W	XVI	394038	396572	+	2535	0	0	0	0	0	0
YPR101W	XVI	730492	731019	+	528	0	0	0	0	0	0
YPL179W	XVI	208157	209806	+	1650	0	0	0	0	0	0
YPL224C	XVI	126634	128088	-	1455	0	0	0	0	0	0
tG(GCC)P2	XVI	860379	860449	+	71	0	0	0	0	0	0
snR17b	XVI;XVI	281056;281504	281373;281517	-;-	332	0	0	0	0	0	0
YPR204W	XVI	944603	947701	+	3099	0	0	0	0	0	0
YPR103W	XVI	732349	733212	+	864	0	0	0	0	0	0
YPR155C	XVI	835563	837413	-	1851	0	0	0	0	0	0
YPL250W-A	XVI	75702	75989	+	288	0	0	0	0	0	0
YPL244C	XVI	87014	88033	-	1020	0	0	0	0	0	0
YPR141C	XVI	815734	817923	-	2190	0	0	0	0	0	0
YPL275W	XVI	18369	19079	+	711	0	0	0	0	0	0
YPR156C	XVI	837909	839777	-	1869	0	0	0	0	0	0
YPL240C	XVI	96496	98625	-	2130	0	0	0	0	0	0
YPR188C	XVI	911988	912479	-	492	0	0	0	0	0	0
YPL111W	XVI	339944	340945	+	1002	0	0	0	0	0	0
YPR119W	XVI	771653	773128	+	1476	0	0	0	0	0	0
YPL192C	XVI	182655	183056	-	402	0	0	0	0	0	0
YPL059W	XVI	444579	445031	+	453	0	0	0	0	0	0
YPL218W	XVI;XVI	138698;138865	138725;139409	+;+	573	0	0	0	0	0	0
tI(AAU)P1	XVI	819529	819602	+	74	0	0	0	0	0	0
YPL264C	XVI	43283	44344	-	1062	0	0	0	0	0	0
YPL198W	XVI;XVI;XVI	173152;173572;174073	173162;173665;174702	+;+;+	735	0	0	0	0	0	0
YPL006W	XVI	544631	548143	+	3513	0	0	0	0	0	0
